source,text
সত্যজিতের 'পোস্টমাস্টার'-এ রতনকে আমরা আরও শক্ত এবং বাস্তবমুখী একটি চরিত্ররূপে আবিষ্কার করি- যে ভেতরে ভেতরে ডুকরে কাঁদলেও আবেগের বহিঃপ্রকাশ ঘটায় না।,সত্যজিতের 'পোস্টমাস্টার'-এ রতনকে আমরা কঠিন ও বাস্তববাদী চরিত্র হিসেবে দেখতে পাই - এমনকি আমরা ভেতরে কাঁদলেও আবেগের প্রকাশ ঘটে না।
সেই জুতো দিয়েই রাজপুত্র তাকে খুঁজে বের করে।,রাজকুমার তাকে জুতা দিয়ে খুজে পেয়েছে।
সাধারণত এক্ষেত্রে ডিসির মুভিগুলোকে কখনোই হতাশ করে না।,সাধারণত ডিসি মুভি তাদের নিরাশ করে না।
যুক্তরাষ্ট্রের নাহয় ২ ট্রিলিয়ন ডলারের প্রণোদনা ও ত্রাণ প্যাকেজ আছে।,মার্কিন যুক্তরাষ্ট্রে প্রায় ২ ট্রিলিয়ন ডলারের একটি প্রণোদনা এবং ত্রাণ প্যাকেজ রয়েছে।
অচল মহাকাশযানগুলো এখানে প্রতিনিয়ত মহাকাশীয় জঞ্জালের সৃষ্টি করছে।,অপ্রচলিত স্পেসশিপগুলো এখানে ক্রমাগত স্পেসফ্লাইট তৈরি করছে।
বেশ কয়েক বছর পূর্বে এই সিরিজের ষষ্ঠ বই প্রকাশ পাওয়ার কথা থাকলেও লেখা শেষ করতে না পারায় এর প্রকাশ পিছিয়ে দেওয়া হয়।,যদিও বেশ কয়েক বছর আগে এই ধারাবাহিকের ষষ্ঠ বই হওয়ার কথা ছিল কিন্তু এর প্রকাশনা স্থগিত করা হয়েছিল কারণ এটা এর কাজ সম্পন্ন করতে পারেনি।
কিন্তু অবস্থার দ্রুত পরিবর্তন হতে থাকে।,কিন্তু পরিস্থিতির দ্রুত পরিবর্তন ঘটে।
খুব কম দেশেই মিলিটারি রেজিমে পরিবর্তন হয় দেশের আর্থ-সামাজিক অবস্থা।,খুব কম দেশেই দেশের আর্থ-সামাজিক অবস্থার পরিবর্তন ঘটে সামরিক শাসন ব্যবস্থায়।
পরবর্তীতে আমেরিকায় দাসপ্রথা বিলোপে তাদের অনেকে রেখেছেন গুরুত্বপূর্ণ ভূমিকা এবং চিরস্থায়ীভাবে স্থান করে নিয়েছেন মার্কিন ইতিহাসে।,"পরে, তাদের মধ্যে অনেকেই আমেরিকায় দাসপ্রথা বিলোপে গুরুত্বপূর্ণ ভূমিকা পালন করে এবং মার্কিন যুক্তরাষ্ট্রের ইতিহাসে একটি স্থায়ী স্থান প্রতিষ্ঠা করে।"
"এই ক্রিস্টালটি নীল, সবুজ ও সাদা রঙের আলোই প্রতিসরিত করতে পারে।","এই স্ফটিক নীল, সবুজ এবং সাদা আলো প্রতিসরণ করতে পারে।"
তার যুক্তি: তারেক রহমানকে দু'মাসের সময়সীমার মধ্যেই আপিল করতে হবে এমন কোন বাধ্যবাধকতা নেই।,তার বক্তব্য: দুই মাসের সময়সীমার মধ্যে তারেক রহমানের কাছে আপিল করার কোনো বাধ্যবাধকতা নেই।
"অন্য ক্যাম্পগুলোয় প্রচলিত স্কুল না থাকলেও কিছু লার্নিং সেন্টার রয়েছে, যেগুলো বেসরকারি সংস্থাগুলো পরিচালনা করে।","অন্যান্য ক্যাম্পগুলিতে প্রচলিত বিদ্যালয় নেই, তবে কিছু শিক্ষা কেন্দ্র রয়েছে যা বেসরকারি সংস্থা দ্বারা পরিচালিত হয়।"
তারা টুইটারে প্রেসিডেন্ট ও আমেরিকা নিয়ে অনেক কটু কথা বলতে থাকে।,টুইটারে তারা রাষ্ট্রপতি এবং মার্কিন যুক্তরাষ্ট্রের বিরুদ্ধে কঠোর ভাষায় কথা বলতে শুরু করে।
এ সময় এমন কিছু রাসায়নিক পদার্থ নিঃসরিত হয় যেগুলো মাছ এবং বিভিন্ন জলজ প্রাণীরা খাবার ভেবে বিভ্রান্ত হতে পারে।,এ সময় কিছু রাসায়নিক পদার্থ অবমুক্ত করা হয় যা মাছ ও অন্যান্য জলজ প্রাণীর সঙ্গে খাদ্যের জন্য গুলিয়ে ফেলা যায়।
"মাঝে দেখা যায়, তার দুজন সহকারী দুটি অদ্ভুত প্রাণীর গলার রশি ধরে আছে, যা উচ্চ ও নিম্ন ভূমিকে নির্দেশ করে।","মাঝে মাঝে, তার দুজন সহকারী দুটো অদ্ভুত প্রাণীর গলায় দড়ি ধরে থাকত, যা উঁচু ও নিচু ভূমিকে নির্দেশ করত।"
"না, বরং রেসলারদেরকে এটাও বলেও দেন যে এরপর কোন মুভটি ব্যবহার করতে হবে!","না, কিন্তু আগামীবার কোন চলচ্চিত্রটা ব্যবহার করতে হবে, তা প্রতিযোগীদের বলে দিন!"
ফলে রাতারাতি সেসব বন্ধ করাও মুশকিল ছিল।,"তাই, রাতারাতি সেগুলো বন্ধ করা কঠিন ছিল।"
প্রথমদিন তাদের ঘরে তালাবদ্ধ করে রাখা হয় উম লাইথ নামক এক নারীর জিম্মায়।,প্রথম দিন উম্মে লাইথ নামে এক মহিলার হেফাজতে তাঁদের কক্ষে তালাবদ্ধ করে রাখা হয়।
অত্যধিক লবণের কারণে এখানকার পানিতে আপনি ডুবে যাবেন না।,অতিরিক্ত লবণের কারণে আপনি এখানে পানিতে নিমজ্জিত হবেন না।
এর মধ্যে একটা বড় অংকের অর্থ আসে নিলাম প্রক্রিয়া থেকে।,নিলাম প্রক্রিয়া থেকে বিপুল পরিমাণ অর্থ সংগৃহীত হয়।
পরে ইন্টারন্যাশনাল অ্যাটমিক এনার্জি এজেন্সি সফলভাবে সেখানে পর্যবেক্ষণ কার্যক্রমও পরিচালনা করে।,পরে আন্তর্জাতিক পরমাণু শক্তি সংস্থা সেখানে সফলভাবে মনিটরিং কার্যক্রম পরিচালনা করে।
প্রাথমিকভাবে ২০১৪ বিশ্বকাপের পর নেইমারের বার্সেলোনায় যোগ দেওয়ার কথা থাকলেও ফ্লোরেন্তিনো পেরেজের একগুঁয়েমিতে বেশ ভয় পেয়ে যায় বার্সেলোনা বোর্ড।,"২০১৪ সালের বিশ্বকাপের পর, নেইমার প্রাথমিকভাবে বার্সেলোনায় যোগদান করার কথা ছিল, কিন্তু ফ্লোরেন্তিনো পেরেজের জেদ বার্সেলোনা বোর্ড থেকে যথেষ্ট ভয় পেয়ে যায়।"
সেখান থেকে জীবিত বেরিয়ে আসতে পারবো বলে ভাবিনি কখনো।,"আমি কখনো ভাবিনি যে, আমি সেখান থেকে জীবিত বের হয়ে আসব।"
আর তাঁর পরিবর্তে ইভানকা বসেন ওই বৈঠকে।,"এর পরিবর্তে, ইভাঙ্কা সেই সভায় যোগ দিয়েছিলেন।"
"তারা একটি জন্মগত শ্রেণীকাঠামো অনুসরণ করে, যেখানে একজন দলনেতা থাকে।",তারা একজন নেতার সাথে একটি জন্মগত শ্রেণী কাঠামো অনুসরণ করে।
আমেরিকায় অতি-দক্ষিণপন্থাকে প্রেসিডেন্ট ট্রাম্প যেভাবে সামাল দিয়েছেন সেটা তার শাসনামলে সবচেয়ে বিতর্কিত বিষয়গুলোর একটি।,মার্কিন যুক্তরাষ্ট্রে রাষ্ট্রপতি ট্রাম্প যেভাবে অতি-দক্ষিণ পদ্ধতিটি পরিচালনা করেছেন তা তাঁর শাসনামলের সবচেয়ে বিতর্কিত বিষয়গুলির মধ্যে একটি।
এরপর শহর পুনর্গঠনের কাজ শুরু হয়।,এর পর শহরটির পুনর্নির্মাণ শুরু হয়।
ফলে কুক তাকে দিয়ে হাওয়াইয়ানদের জমির মালিকানার বিধানে সংস্কার আনার ব্যবস্থা করেন।,ফলে কুক হাওয়াইয়ান ভূমির মালিকানা সংস্কারের ব্যবস্থা করেন।
আসরের ৩০তম ম্যাচে চিটাগাং ভাইকিংসের বিপক্ষে ব্যাট করতে নেমে প্রথমেই উইকেট হারায় রংপুর।,"টুর্নামেন্টের ৩০ তম ম্যাচে, রংপুর প্রথম উইকেট হারায় যখন তিনি চট্টগ্রাম ভাইকিংসের বিরুদ্ধে ব্যাট করেছিলেন।"
"""এই গ্রুপটার কথা শুনে আমার মনে হলো যে, তারা মূলত মধ্য ডানপন্থী দল হিসেবে দাঁড়াতে চাইছে।","""এই দলের কথা শোনার পর, আমি মনে করেছিলাম যে, তারা এক মধ্য ডানপন্থী দল হতে চায়।"
এর আগেও কয়েকবার তাঁর ওপর হামলা করা হয়েছিল।,এর আগে বেশ কয়েকবার তাকে আক্রমণ করা হয়েছে।
জাহিদ জাভেদের উইকেট শিকার করে লিস্ট-এ ক্রিকেটে বাংলাদেশের দ্বিতীয় বোলার হিসাবে ৩৫০ উইকেটের মাইলফলক স্পর্শ করেন মাশরাফি বিন মোর্ত্তজা।,জাহিদ জাভেদ উইকেট নিলে মাশরাফি বিন মর্তুজা বাংলাদেশের দ্বিতীয় বোলার হিসেবে লিস্ট এ ক্রিকেটে ৩৫০ উইকেট লাভ করেন।
সিনেমাটি মুক্তি পায় সান ফ্রান্সিসকো ফিল্ম ফেস্টিভ্যালে।,চলচ্চিত্রটি ক্যালিফোর্নিয়ার সান ফ্রান্সিসকো চলচ্চিত্র উৎসবে মুক্তি পায়।
ফাইনালে প্রতিপক্ষ টানা ৫ বারের ইউরোপিয়ান কাপজয়ী লস ব্লাংকোসরা।,ফাইনালে পাঁচবারের ইউরোপীয় কাপ বিজয়ী ছিল লস ব্লাঙ্কোসরা।
"প্রায় দুইদিন ব্যাট করল ইংল্যান্ড, ব্র্যাডম্যানের চোখের সামনে ডাবল সেঞ্চুরি করলেন ওয়ালি হ্যামন্ড।",ইংল্যান্ড প্রায় দুই দিন ব্যাটিং করে। ব্র্যাডম্যানের চোখের সামনে ওয়ালি হ্যামন্ড দ্বি-শতক করেন।
প্রতিবছর জানুয়ারি মাসে গোটা অঞ্চল জুড়ে মানাউ নাচের আয়োজন করা হয়।,প্রতি বছর জানুয়ারি মাসে মানাউ নাচ সমগ্র অঞ্চল জুড়ে সংগঠিত হয়।
আমেরিকান বিপ্লবের আগে এবং পরে অনুষ্ঠিত নির্বাচনকে কেন্দ্র করে ঔপনিবেশিক আমেরিকানদের নজিরবিহীন কিছু কার্যকলাপ এবং আয়োজন নিয়েই আমাদের আজকের আলোচনা।,আজকের আলোচনা হচ্ছে আমেরিকার বিপ্লবের আগে ও পরে অনুষ্ঠিত নির্বাচনের সাথে যুক্ত উপনিবেশিক আমেরিকানদের কিছু অভূতপূর্ব কর্মকাণ্ড ও ঘটনা নিয়ে।
সুতরাং টাকা বাঁচানোর থেকে জীবন বাঁচানোর দিকে নজর দিন।,"তাই, টাকাপয়সা বাঁচানোর পরিবর্তে জীবন বাঁচানোর চেষ্টা করুন।"
নেপোলিয়ন তখন অনেকটাই ভরসা করে বসে আছেন সালমিস্তারের উপর।,নেপোলিয়ন এবার সেলমিস্টারের ওপর পুরোপুরি নির্ভরশীল।
রাত দশটার কিছু আগে শহরের উত্তর দিকের রাস্তায় দু'টো গাড়ির মুখোমুখি সংঘর্ষ হয়।,"সকাল দশটার ঠিক আগে, শহরের রাস্তার উত্তর দিকে দুটো গাড়ি সংঘর্ষে লিপ্ত হয়।"
এটি সেখানকার সবচেয়ে বড় এবং ঐ অঞ্চলের সবার কাছে অত্যন্ত জনপ্রিয় এক উৎসব।,এটি এই অঞ্চলের বৃহত্তম এবং সবচেয়ে জনপ্রিয় উৎসব।
"এর মালিকানা পূর্বে অস্ট্রিয়া-হাঙ্গেরির হাতে থাকলেও অধিবাসীরা অধিকাংশই ছিল ইতালীয়, কিন্তু শহরটির আশপাশের অঞ্চলে আবার থাকতো ক্রোট, সার্ব আর স্লোভেন জাতির মানুষ।","যদিও পূর্বে অস্ট্রিয়া-হাঙ্গেরির মালিকানাধীন ছিল, অধিকাংশ অধিবাসীই ইতালীয় ছিল, কিন্তু শহরের আশেপাশের এলাকায় আবার ক্রটস, সার্ব ও স্লোভেনরা বসবাস করত।"
"যেমন নারীদের গাড়ি চালনা, ভোট দেয়া আর স্থানীয় নির্বাচনে অংশ নেয়ার মতো সুযোগ তৈরি হয়েছে।","উদাহরণস্বরূপ, নারীদের গাড়ি চালানো, ভোট দেওয়া এবং স্থানীয় নির্বাচনে অংশগ্রহণের সুযোগ দেওয়া হয়েছে।"
লোক-সংস্কৃতির অন্যতম ধারক এই পুতুল নাচ ছিল মানুষের জীবনযাত্রারও সংমিশ্রণ।,"পুতুল নাচ, যা লোক সংস্কৃতির অন্যতম প্রধান অবলম্বন ছিল, তাও মানুষের জীবনযাত্রার সংমিশ্রণ ছিল।"
তারপরেও ক্যামেরায় ধরা পড়া দৃশ্যে হামলার শিকার কয়েকজনকে দেখা যায় সুপার শপের কাছে।,"তা সত্ত্বেও, কিছু ক্ষতিগ্রস্ত ব্যক্তি সুপার শপের কাছে ক্যামেরায় ধরা পড়েছিল।"
"কুকুর সামনে আসলেই কামড়ে দিবে, এমন একটি ধারণা সাইনোফোবিকরা পোষণ করেন।",সাইনোফোবিকস এই ধারণা পোষণ করে যে কুকুরটি এর সামনে কামড় দেবে।
ফলে পরবর্তীতে তিনি উঁচু জায়গা এড়িয়ে চলতে চাইবেন ।,"এর ফলে, তিনি পরবর্তী সময়ে উঁচু স্থানগুলো এড়িয়ে চলতে চান।"
ফরাসি-বাভারিয়ান এবং অস্ট্রিয়ান সংঘর্ষ ফ্রেডেরিকের সিলিসিয়া আক্রমণের মাধ্যমেই অস্ট্রিয়ান সাকসেশন ওয়ারের সূচনা।,"অস্ট্রিয়ান স্যাকসেশন যুদ্ধের সূচনা হয় ফরাসি-বাভারিয়ান ও অস্ট্রীয় কোন্দলের মধ্য দিয়ে, যার ফলে ফ্রেডারিক সিলিসিয়া আক্রমণ করেন।"
১৮ শতকের মাঝামাঝিতে রাশিয়ান সাম্রাজ্যের পুলিশ সদস্যরা প্রথমবারের মতো এদের সন্ধান পায়।,"অষ্টাদশ শতাব্দীর মাঝামাঝি সময়ে, রুশ সাম্রাজ্যের পুলিশ সদস্যরা প্রথম তাদের খুঁজে পায়।"
রোজকার সংবাদ পত্র খুললেই আমাদের চোখে নানা রঙের বিজ্ঞাপন চোখে পড়ে।,"আমরা যখন আমাদের প্রতিদিনের পত্রিকা খুলি, তখন বিভিন্ন রঙের বিজ্ঞাপন দেখি।"
কিন্তু সেটা আর বড় কোনো মহামারী আকার ধারণ করতে পারেনি।,কিন্তু তা মহামারীতে পরিণত হয়নি।
১৯৫৫ সালে ছয় বছর বয়স থাকাকালীন তার বাবা-মায়ের বিবাহবিচ্ছেদ ঘটে।,"তার বয়স যখন ছয় বছর, তখন ১৯৫৫ সালে তার বাবা-মা তালাকপ্রাপ্ত হন।"
এই চিঠিটি মূলত লেখা হয়েছিল ভ্যালেহো পুলিশ চিফের খুনীর কাছে খুনের আরো বিশদ বর্ণনা চাওয়া সাপেক্ষে।,এই চিঠিটি প্রথমে ভালেহো পুলিশ প্রধানের হত্যাকারীর কাছে লেখা হয়েছিল।
"তিনি দাবি করছেন যে ""একটা অলৌকিক খনিজ পদার্থ"" যাকে এমএমএস নামে ডাকা হয় সেটা দিয়ে এই করোনাভাইরাস একেবারে দূর করা সম্ভব।","তিনি দাবি করেন যে এমএমএস নামক একটি ""অলৌকিক খনিজ"" ব্যবহার করে এই করোনা ভাইরাস নির্মূল করা সম্ভব।"
কিছু সাবেক বন্দীকেও বাধ্য করা হতো প্রহরীদের সাহায্য করতে।,কিছু প্রাক্তন বন্দিকেও রক্ষীদের সাহায্য করতে বাধ্য করা হয়েছিল।
আমরা কি ব্ল্যাক হোলের উপর ক্যামেরা ফোকাস করে ক্লিকের মাধ্যমে ছবিটি তুলেছি?,আমরা কি কালো গর্তের উপর ক্যামেরায় ক্লিক করে ছবিটি তুলেছি?
তখন আইন প্রয়োগকারী সংস্থাকে তাদের থামানোর জন্য অস্ত্র ব্যবহার করতে হয়েছে।,এরপর আইনশৃঙ্খলা রক্ষাকারী বাহিনীকে অস্ত্র ব্যবহার করে তাদের থামাতে হয়।
মোটেই এসি দেয়নি।,সে এসি দেয় নি।
মুশফিক নিজে হাবিলদার মেজবাহর ৫ জনের উপদলটাকে পাহাড়ের পাদদেশের টার্গেটের কাছে পজিশনে বসিয়ে দিয়ে মূল দলের কাছে ফিরে এলেন।,মুশফিক নিজে হাবিলদার মেজবাহের পাঁচ সদস্যের একটি অংশ পাহাড়ের পাদদেশে লক্ষ্যস্থলে স্থাপন করে মূল দলে ফিরে আসেন।
পাখির চোখে লেভেল তিন মাল্টিভার্স অনেক সরল।,পাখির চোখে তিনটি স্তর বেশ সরল।
সুদীর্ঘ এই দশ বছরে বিশ্ববাসী অনেক নতুন নতুন ঘটনার সম্মুখীন হয়েছে।,"এই দীর্ঘ দশ বছর ধরে, পৃথিবী অনেক নতুন ঘটনা প্রত্যক্ষ করেছে।"
"জাতিসংঘের সর্বশেষ জরিপের ফল বলছে, বিশ্বব্যাপী প্রতিবছর ৩,০৩,০০০ নারী গর্ভধারণকালীন সময়ে, সন্তান জন্ম দিতে গিয়ে, কিংবা পরবর্তী সময়ে উদ্ভূত শারীরিক জটিলতার কারণে মারা যান।","রাষ্ট্রসংঘের সাম্প্রতিক সমীক্ষা অনুযায়ী, পৃথিবীব্যাপী প্রতি বছর গর্ভাবস্থায়, প্রসব করার সময় অথবা পরবর্তী সময়ে জটিলতার কারণে ৩,০৩,০০০ জন নারী মারা যায়।"
এরপর কিভাবে আমি বের হইছি বলতে পারিনা।,তাহলে আমি তোমাকে বলতে পারব না আমি কিভাবে বাইরে যাচ্ছি।
"2 কিন্তু কী এমন হয়েছিলো, যার ফলে পাকিস্তান প্রতিষ্ঠা হওয়ার পর প্রথম সাধারণ নির্বাচনের ফলাফলে বাঙালিরা নিজেদের জমানো ক্ষোভ ঢেলে দিয়েছিলো ব্যালট পেপারে?","২ কিন্তু কি ঘটেছিল, যাতে পাকিস্তান প্রতিষ্ঠার পর বাঙালিরা প্রথম সাধারণ নির্বাচনের ফলাফল দেখে ক্ষোভ প্রকাশ করে?"
তৎক্ষনাৎ তাঁকে বিয়ের প্রস্তাব দিয়ে বসেন জাহাঙ্গীর।,জাহাঙ্গীর অবিলম্বে তাঁকে বিয়ে করার প্রস্তাব দেন।
তারপর খুব সতর্কতার সাথে শিং কেটে নেওয়া হতো।,"এরপর, শিংগুলো সতর্কতার সঙ্গে কেটে ফেলা হয়েছিল।"
কিন্তু ঠিকমতো কিছু করবার সময়ই পাওয়া গেল না।,কিন্তু সঠিক কিছু করার সময় ছিল না।
"টেকনাফ বাস স্ট্যান্ডে যখন দাঁড়িয়ে অপেক্ষা করছেন তারা, হঠাৎ একটা সিএনজি আসলো।",টেকনাফ বাস স্ট্যান্ডে অপেক্ষা করার সময় হঠাৎ করেই তারা একটি সিএনজিতে এসে হাজির হয়।
"কুমিরের খামারের কর্মকর্তাদের উদ্ধৃত করে স্থানীয় সংবাদ মাধ্যম লিখেছে, উত্তেজিত জনতা প্রথমে খামারের অফিসে হামলা চালায়।","কুমির খামারের কর্মকর্তাদের কথা উদ্ধৃত করে স্থানীয় মিডিয়া লিখেছিল যে, উত্তেজিত লোকেরা প্রথমে খামার অফিস আক্রমণ করেছিল।"
"সময়ের সাথে আপনার রিফ্লেক্স কিংবা শারীরিক ক্ষমতাও পরিবর্তিত হবে, এবং সেটা অবশ্যই আপনার ব্যাটিং করার ক্ষমতাকে পরিবর্তন করবে।",সময় অতিবাহিত হওয়ার সঙ্গে সঙ্গে আপনার রিফ্লেক্স বা শারীরিক ক্ষমতা পরিবর্তিত হবে আর তা নিশ্চিতভাবেই আপনার ব্যাট করার ক্ষমতাকে পালটে দেবে।
বায়ুতে যেসব দূষণ কণিকা থাকে সেগুলো ছোট রাস্তা দিয়ে সরাসরি মগজে গিয়ে পৌঁছে।,বাতাসে দূষিত কণাগুলো সরাসরি ছোট রাস্তা দিয়ে মস্তিষ্কের দিকে চলে যায়।
তারা লক্ষ্য করলেন রোসেতোর অধিকাংশ বাড়ীতেই তিন প্রজন্ম একই ছাদের নিচে বসবাস করছে এবং পরিবারের মুরুব্বিরা কতটা শ্রদ্ধার পাত্র হয়ে আছেন।,"তারা লক্ষ করেছিল যে, রোসেটোর অধিকাংশ বাড়িতে তিন প্রজন্ম একই ছাদের নীচে বাস করত এবং পরিবারের প্রাচীনদের কতটা সম্মান করা হতো।"
হঠাৎ করেই যেন আবারও ধামাচাপা পড়ে গেলো বিষয়টা।,হঠাৎ করে মনে হয়েছিল যেন বিষয়টা আবারও আলোচনা করা হয়েছে।
"তখনই তিনি দেখলেন, তিনি একটি বড়সড় প্যারাডক্সের মুখোমুখি হয়েছেন।","এরপর তিনি বুঝতে পেরেছিলেন যে, তিনি এক বিরাট ধাঁধার মুখোমুখি হয়েছেন।"
"নিজ পিতার তৈরি এম.ই. স্কুলের আরো উন্নয়ন করেন, স্কুলের পরিসর আরো বাড়িয়ে নামকরণ করা হয় আর.কে.বি.কে. হরিশ্চন্দ্র ইনস্টিটিউট।","তিনি তাঁর পিতার এম.ই স্কুল আরও উন্নত করেন, যার নাম রাখা হয় আর.কে.বি.কে. হরিশচন্দ্র ইনস্টিটিউট।"
সাথে পরিচিত হয়েছিলেন জাপানের 'ওমোতেনাশি' বা নিঃস্বার্থ আতিথেয়তার সংস্কৃতির সাথে।,তিনি জাপানের ওমোতেনাশি সংস্কৃতির নিঃস্বার্থ আতিথেয়তার সংস্পর্শে আসেন।
"তাই অধিক অ্যান্টিবায়োটিকের সংস্পর্শে এসেছে, এমন অন্ত্রে ক্লস্ট্রিডিয়াম ডিফিসিল ব্যাকটেরিয়ার ঘাঁটি গাড়ার সম্ভাবনা অনেক বেশি থাকে।","তাই, খুব সম্ভবত উচ্চ অ্যান্টিবায়োটিকের সংস্পর্শে আসা অন্ত্রে ক্লস্ট্রিডিয়াম ডিফিসিল ব্যাকটেরিয়া পাওয়া যায়।"
তবে তার এ সকল কাজ পুরোটাই ছিল ধার-দেনার উপর ভিত্তি করে।,কিন্তু এই সমস্ত কাজ ঋণের ওপর ভিত্তি করে ছিল।
"একটু আগেই যদিও বলা হয়েছিলো, মারা যাবে বিশ্বজগতের সবকিছুই, কথাটি এ পর্যায়ে এসে আবার ভুল প্রমাণিত হয়।","যদিও কিছুদিন আগে বলা হয়েছিল যে মৃত্যুই হবে পৃথিবীর সবকিছু, এটা আবার ভুল প্রমানিত হয়েছে।"
"ক্যালকুলাস সম্পর্কিত তাঁর অধিকাংশ গবেষণাপত্রই তখন অপ্রকাশিত থেকে যায়, যা প্রকাশিত হয় ১৮ শতকের শুরুর দিকে এসে।","ক্যালকুলাসের উপর তাঁর বেশিরভাগ নিবন্ধ তখন অপ্রকাশিত ছিল, যা ১৮ শতকের প্রথম দিকে প্রকাশিত হয়েছিল।"
কিছুদিন পর ফিরে এলেন মস্কোতে।,কিছুদিন পর তিনি মস্কোয় ফিরে আসেন।
"হয়তো চারদিকে রাস্তা আছে, তার মাঝখানের অংশটুকু বেষ্টনীর ভেতরে থাকবে।","হয়তো চারপাশে একটা রাস্তা আছে, এর মাঝখানের অংশ বেড়ার ভিতরে থাকবে।"
সেই থেকে বাবার ছায়ায় মানুষ হতে থাকেন টম।,"তখন থেকে, টম তার বাবার ছায়ায় একজন মানুষ হয়ে আছে।"
কনফেডারেশন কাপ ১৯৯৭ সালে অনুষ্ঠিত প্রথম কনফেডারেশন কাপে চ্যাম্পিয়ন হয় ব্রাজিল।,১৯৯৭ সালে ব্রাজিল কনফেডারেশনস কাপ জয় করে। এটি ছিল প্রথম কনফেডারেশন কাপ।
বেয়ারস্টো এবং রয় ধারাবাহিকভাবে রান করছেন।,বেয়ারস্টো এবং রায় ধারাবাহিকভাবে চলছে।
এ পাহাড়কে নিয়তি হিসেবেই মেনে নিয়েছেন সবাই।,সবাই এই পর্বতকে নিয়তি হিসেবে গ্রহণ করেছে।
রিয়া দেখল তার একটা সন্তানও বাঁচছে না।,রিয়া দেখেন যে তার একটি সন্তান বেঁচে নেই।
পশ্চিমাদের প্রতি তার বিশ্বাস একদমই ছিল না।,পশ্চিমে তার কোন বিশ্বাস ছিল না।
'বাইজ্যান্টাইন সাম্রাজ্যের দ্বিতীয় ক্ষমতাধর ব্যক্তি সিজার বারদাস মাইকেলকে উৎখাতের ষড়যন্ত্র করছে'।,'বাইজানটাইন সাম্রাজ্যের দ্বিতীয় সবচেয়ে শক্তিশালী ব্যক্তি সিজার বার্ডাস মাইকেলকে উৎখাত করার পরিকল্পনা করছেন'।
ত্বক পরিবর্তনের এই ঘটনাকে বলা হয় মোল্টিং।,ত্বকের এই পরিবর্তনকে মোল্টিং বলে।
"কিন্তু সাকিব-গেইলরা বিশ্বজুড়ে ক্রিকেট খেলেন, আমিনুল ইসলাম ক্রিকেটের স্বার্থে বিশ্বজুড়ে ঘুরে বেড়ান। পার্থক্যটা এখানেই।","কিন্তু সাকিব-গৈলরা সারা বিশ্বে ক্রিকেট খেলেছেন, আমিনুল ইসলাম ক্রিকেটের জন্য বিশ্ব ভ্রমণ করেছেন, পার্থক্য এখানেই।"
পরে ১৯৯১ সালে সেটাও তো বাড়িয়ে ৩০ করা হয়েছে।,পরে ১৯৯১ সালে তা বৃদ্ধি পেয়ে ৩০-এ দাঁড়িয়েছে।
অথচ তার অবদান সেই জাগরণকে দিয়েছিল নতুন এক মাত্রা।,কিন্তু তাঁর অবদান জেগে ওঠাকে এক নতুন মাত্রা দান করে।
২৩ বছর বয়সী তাসকিন নিজের সক্ষমতা ভোলেননি।,তেইশ বছর বয়সী তাসকিন তার ক্ষমতা ভুলে যাননি।
কিন্তু বাস্তবে সেই সততার কোনো অস্তিত্ব কখনই ছিলনা।,"কিন্তু, বাস্তবে সেই সততা কখনোই বিদ্যমান ছিল না।"
কারণ তারাও আগে এরকম ঘটনার কথা শুনেছেন।,কারণ তারা এ ধরনের ঘটনা আগেও শুনেছে।
বরং আকৃতিটির মাথায় মুকুট থাকায় তা সকলকে মুরগীর মাথার ঝুটির কথা মনে করিয়ে দেয়।,"অন্যদিকে, আকৃতির মাথায় মুকুটটি মুরগির মাথার কুলচিহ্নের কথা সবাইকে মনে করিয়ে দেয়।"
আগামী বছরগুলোতে যে তারা একে অপরের সাথে পাল্লা দিয়ে মহাকাশ বাণিজ্যের দখল নিতে চাইবে সেটা অনুমান করাই যায়।,"এটা কল্পনা করা যায় যে, আগামী বছরগুলোতে তারা একে অপরের সঙ্গে প্রতিযোগিতা করতে এবং মহাকাশ বাণিজ্যকে নিয়ন্ত্রণ করতে চাইবে।"
"তাই, চিন্তাগত ভ্রান্তিগুলো এড়িয়ে আমাদের নিরপেক্ষ সিদ্ধান্ত নেওয়ার ব্যাপারে সচেতন হতে হবে।","তাই, বিবেচনাপূর্ণ ভুলগুলো এড়িয়ে না গিয়ে নিরপেক্ষ সিদ্ধান্ত নেওয়ার বিষয়ে আমাদের সচেতন থাকতে হবে।"
তবে আমাদের এই অনুসন্ধানের ফল সব সময় এত সোজাসাপ্টা ছিল না।,তবে আমাদের তদন্তের ফলাফল সবসময় এত সহজ ছিল না।
এ মাধ্যমে শব্দ ও সংলাপ হচ্ছে কৃত্রিম বুদ্ধিমত্তার আমাদেরকে পুরোপুরি বুঝতে পারার ক্ষমতা।,এভাবে কথা ও সংলাপের মাধ্যমে কৃত্রিম বুদ্ধিমত্তা আমাদেরকে সম্পূর্ণ বুঝতে পারে।
