text,label
"অনেক ভলো লাগছে নাটকটা,,",p
আমি কি লিখবো ভাষা খোজে পাইনা। অসাধারন নাটক।,p
এক কথায় অসাধারণ,p
"আমাদের এই চাচার অভিনয় টা খুবই ভালো,,, অনেক ভালো অভিনয় করে উনি,,,",p
এক কথায় অসাধারণ।,p
অসাধারণ আরিয়ান ভাই।নিশুমেহু।।,p
সেরা সেরা হইসে,p
আগামী শত বছরেও নিশোর মত অভিনেতা আর একটা পাওয়া যাবে না.সত্যি নিশোর নাটকগুলো দেখতে বসলে অনুভূতির চুড়ান্তে পৌঁছে যায়.আর মেহেজাবিন সেতো অতুলনীয়.২০১৯ এর সেরা টেলিফিল্ম.,p
কিভাবে ভাষা প্রকাশ করব জানিনাআসলে অনেক অনেক সুন্দর একটাধন্যবাদ আরিয়ান ভাই। ধন্যবাদ নিশু ভাই। ধন্যবাদ মেহজাবিন কে।,p
আরিয়ান ভাইয়ের রোমান্টিকতার তুলনা হয় ন!!ডায়লগগুলাও সেই!!এক কথায় বলা যায় ২০১৯  এর সেরা নাটক!!,p
"কোটি টাকা বাজেট দিয়ে বাংলা সিনেমা বানানো হয়,,,,কিন্তু সেগুলো দেখতে ও ইচ্ছে করেনা,,,কারন সেখানে মায়া নামক ভালবাসা টা থাকেনা,,,কিন্তু যেখানে সিনেমার থেকেও কম বাজেট এ বানানো এই নাটক টি,,   দেখে আমার মনে হয়েছে আসলে আমাদের নিশো ভাই এক জন কত্ত বড় মাপের একজন অভিনেতা,,,, অ্যান্ড আরিয়ান ভাই আপ্নাকেও আন্তরিক অভিনন্দন এমন নাটক আমাদের মাঝে উপহার দেবার জন্য,,,,  লাভ ইউ all",p
"এর সেরা নাটক,",p
এক কথা অসাধারণ,p
"লাভ ইউ নিশু ভাই ,,,",p
সত্যি কারের ভালোবাসা মনে হয় এমনই  হয়...... so nice,p
ভালোবাসাটা পবিত্র থাকুক আমাদের মা বাবা কে আল্লাহ পাক বুজার তৌফিক দান করুক,p
এক কথায় অসাধারণ,p
ভালো ছিলো।মিজানুর রহমান অারিয়ানের সেরা একটা কাজ।,p
নিশো ভাই আপনার ওভিনয় রে ভাই মানতেই হইবো আসা করি ২০১৯ এর সেরা নাটক এই টাই হবে,p
ভালই লাগল,p
অসাধারণ   নাটক,p
লাস্ট পাট টা বেস্ট ছিল Love u Boss,p
অসাধারণ ১০০/১০০০% best,p
২০১৯ এর সেরা নাটক,p
অর্থ আছে যার ভালবাসা তার!শূন্য পকেটে কখনো ভালবাসা পাওয়া যায় না!অর্থের কাছে হেরে গেছে লক্ষলক্ষ ভালবাসা!💔তবুও ভাল থাকুক ভালবাসা!!,p
আরিয়ানের নাটক গুলো সবসময় সেরা,p
"বলার মত ভাষা নেই,, অনেক দিন পর একটা মন ভালো লাগার মত নাটক দেখলাম,,, গান এর কথা,গল্প সব কিছু অসাধারন। সত্যি কথা বলতে কেঁদে ফেলেছি।।  ধন্যবাদ মিজানুর রহমান আরিয়ান ভাই,এত সুন্দর কিছু উপহার দেবার জন্য।",p
"ভাল লাগার মতো নাটক,খুব ভাল লাগলো।",p
নিশু ভাই মাইয়ার ছোট বোন ও অনেক সুন্দর ছিল। আপনি তার দিকে দেখলেইত ভাল হয়ত এত কাহিনি করা লাগত না।,p
এক কথায় অসাধারণ,p
থ্যাঙ্ক  ইউ আরিয়ান ভাইয়া ।এত সুন্দর একটা নাটক উপহার দেওয়ার জন্য। খুব ভালো লাগলো। থ্যাঙ্ক ইউ মেহে আপু এবং নিশো ভাইয়া,p
আপনারা সেরা,p
ধন্যবাদ মিজানুর রহমান আরিয়ান ভাই.. এতো সুন্দর একটা নাটক উপহার দেয়ার জন্য..,p
ভাল লাগার মতন,p
আরিয়ান ভাই তুমিই সেরা,p
"নিশো ভাইর,চোখ বুজে হাসিটা ধারুন ছিল",p
অসাধারণ একটা নাটক।  অনেক ভালো লাগলো,p
নাটকের গল্পটা একদম সিম্পল কিন্তু এই সিম্পল গল্পটাকে অসাধারণ ও কলিজার মধ্যে লাগাতে ব্যকগ্রাউন্ড মিউজিক + প্রত্যেক টা ইমোশন কথাগুলো একদম মনে যেনো গেঁথে যায় ঠিক এই ভাবে ইউজ করছে আরিয়ান ভাই #লাভ ইউ নিশো & মেহজাবিন,p
ভাইয়া নাটক টা ঈদ ইস্পেশার হলে ভাল হতো 😊😊😊😊😊,p
বস তুমি ছাড়া সবাই জিরো তুমি নাম্বার হিরো। আপু তো পুরাই পাঠিয়ে দিলো। আরিয়ান ভাই আপনার অবস্থান আবার বুঝিয়ে দিলেন। সবাই ভাল করেছে। লাভ ইউ বস লাভ ইউ,p
"নিশো ভাই আর মেহজাবিন, তার ওপর মিজানুর রহমান আরিয়ান,,, ২০১৯এর সেরা টেলিফিল্ম,,  নিশো ভাই তার কেরেক্টা টা, যেই ভাবে ফুটিয়ে তুলেছে,,, আমি চেলেন্জ করে বলেতে পারি,, তা আর কেউ পারবে না, পারলেও এতো সুন্দর হবে না,,,(লাভ-ইউ) নিশো ভাই",p
"আরিয়ান ভাই মানে, ভালো লাগার  কিছু টা মুহূর্ত...",p
"##Nishoকি বলবো  , শুধু তোমার জন্যই নাটক দেখি।তবে নিশু ভাই এইবার যা দেখিয়েছো সেটা একদম বুকের বা পাশে গিয়ে লেগেছে ।I Alwaysly Love You Nisho Vai",p
"একজন সেরা অভিনেতা, একজন সেরা অভিনেত্রী এবং একজন সেরা পরিচালকের কম্বিনেশন.... অসাধারণ ছিলো",p
"মিজানুর রহমান আরিয়ান এর নিশু- মেহজাবিন অভিনয়ে নাটক মানেই ফাটাফাটি,  ধন্যবাদ এতো সুন্দর একটা নাটক উপহার দেয়ার জন্য সবল টিম কে                নিশু-মেহজাবিন",p
দারুন প্রেম কাহিনি,p
ভালো হয়েছে নাটকটি।,p
কবির সিং মুভির মতো লাগলো। শেষটা ভালো ছিল। ধন্যবাদ সবাইকে এত সুন্দর নাটক উপহার  দেওয়ার জন্য,p
খুব খুব ভালো হইছেধন্যবাদ এই নাটকে যারা কাজ করেছে তাদের সবাই কে..আরিয়ান ভাই আপনি বেস্ট...,p
Kabir singh এর বাংলা version But খুব ভাল,p
অসাধারন...???,p
"অসাধারণ প্রেমের গল্প, খুব ভালো লাগলো।",p
কি সব নাটক বানায় এতো ভালো নাটক বানাইয়া মানুষ কাদানোর কি দরকার?এরপর থেকে একটু কম ভালো করবেন🙄,p
বস সব সময় সেরা,p
"Tnx..মিজানুর রহমান ভাই,,এতো সুন্দর নাটক উপহার দেওয়ার জন্য,,আর নিশু আর মেহেজাবিন তো অসাধারণ tnx everyone",p
সালের সেরা নাটক লাভ ইউ বস,p
instagram এ প্রথম যেদিন আরিয়ান ভায়ের আপকামিং ৩টা নাটকের পোস্ট দেখি সেদিন থেকেই অপেক্ষায় ছিলাম সেটার ১টার ১৬কলা পূর্ণ হলো এবং বাকি ২টারও অপেক্ষায় রইলাম...সকল কলাকৌশলিদের অভিনয়ে মুগ্ধ সাথে রইলো শুভকামনা,p
এ মিজান ভাই আপনি কেন এতো ভালো নাটক বানান বলেন তো।বাংলাদেশে এই একমাত্র মিজানুর রহমান আরিয়ান পরিচালক মানেই অন্য কিছু। সেলুট বস,p
নিশো ভাই তুমি সেরা..দারুন নাটক...,p
অনেক দিন পর তার একটা ভাল নাটক দেখলাম,p
ভাল বাসার জয় হোক কাউকে যেন খালি হাতে ফিরতে না হয় লাভ ইউ,p
"আমাদের চোখের পানির মূল্য দিবে কে, যার নাটক দেখা একধরনের নেশা হয়ে গেছে, সে কি বুঝবে কখনো?? Love you boss শুভকামনা সব সময় পাশে ছিলাম, পাশে আছি, ইনশাআল্লাহ পাশেই থাকবো",p
কোন কথা হবে না এক কোথায় অসাধারণ * ছিলো অনেক দিন পর ভালো একটা নাটক দেখলাম এই নাটকের পরিচালক সহ সবাই জানাই আমার পক্ষ থাকে অনেক অনেক ধন্যবাদ,p
২০১৯ সালের সেরা নাটকটি দেখলাম আজ  সেরা জুটি,p
"লাষ্ট মুহুর্তে নিঃশ্বাস টা ফিরে পেলামখুব ভালোবাসি,তাইভালেবাসার টানে বার বার ছুটে আসি  লাভ ইউ নিশো ভাই",p
"অসাধারন,  আরফান নিশো ভাই এর অভিনয়,অনেক দিন পর (সালমান শাহ) এর স্টাইলে নিশো ভাই এর অভিনয়  দেখলাম",p
"আরিয়ান ভাইকে এই জন্য এতো ভালো লাগে। ধুমধাম নাটক না বানিয়ে একটায় বানাই, সেটাও ফুল ক্লাসি। আলাদা এক্টা ব্যপার থাকে উনার নাটকে। আর মেহজাবিন, নিশো - উনাদের নিয়ে কিছু বলার নাই। আমার একটাই চাওয়া আরিয়ান ভাই, জানিনা আপনি এই কমেন্ট দেখবেন কিনা, আপনার মতো করেই নিশো ভাই কে বাংলা মুভি তে নিয়ে আসেন। এইটা আপনার এক ভক্তের অনুরোধ!!",p
ধধন্যবাদ পরিচালক কে এতো সুন্দর একটি নাটক উপহার দেওয়ার জন্য।,p
ফেসবুকে এই নাটকটা নিয়ে অনেক ভালো ভালো রিভিউ দেখে দেখতে চলে আসলাম দেখি কেমন হয়😑,p
আমার দেখা সেরা নাটক,p
অনেক ভালো...,p
"চোখ জুড়ায়ে গেলো <আরিয়ান ভাইয়ের আরো একটা মাস্টারপিস। নিশ্চিতভাবেই নাটকটা ""নীলপরী নিলাঞ্জনার"" মত ক্লাসিক রোমান্টিক নাটকগুলার সাথে নিজস্ব জায়গা করে নিলো। একটি সাধারণ গল্পের অসাধারণ উপস্থাপনা < নিশো ভাই Rocks 🤘",p
"দিন শেষে সত্যিকারের ভালবাসা গুলোই জিতে যায়,হয় এপারে নয় ওপারে।",p
অসাধারণ ছিলো নাটক টা মনকে ছুয়ে দিলো।love u অারফান ভাই  মেহজাবিন অাপু,p
অসধারণ একটা নাটাক,p
নিশো ভাই তুমি একটা জিনিস কেমনে পারো এত সুন্দর অসাধারণ অভিনয় ভাই আপনার আব্বা আম্মা কে ধন্যবাদ তোমাকে সুন্দর করে পোডাক্টশন দিছে তাই আগামীতে আরো ভাল আাশায় Only ভালবাসা,p
বাংলা কবির সিং !! অসামান্য অভিনয় নিশো দা৷ ২০১৯ এর সেরা নাটক৷,p
আরিয়ান ভাই সেরা,p
অসাধারণ একটা নাটক। ধন্যবাদ আরিয়ান ভাই এতো সুন্দর নাটক উপহার দেওয়ার জন্য।,p
"নাটক টা কিন্তু সেরা ভাই,বর্তমান জন্য,,,",p
আহ পরান জুড়ায় গেল 😊😊😊😊মায়া ২০১৯ বেস্ট বস,p
আমার দেখা জিবনের সেরা নাটক,p
আমার দেখা এবছরের সেরা নাটক...,p
অসাধারণ একটা নাটক যার কোনো বেকাখ্যা নাই,p
কাজ শুরু করাই হলো  সাফল্যের মূল চাবিকাঠি – পাবলো পিকাসো#বিখ্যাত স্প্যানিশ চিত্রশিল্পী,p
"দাদা আমার কাছে তুমিই best,,,,,,এতো সুন্দর একটা নাটক উপহার দেওয়ার জন্য ধন্যবাদ,,,",p
গুরু তোমার প্রতি হাজারো সালাম ও ভালোবাসা নিরন্তর,p
অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ,p
কমেন্ট না করে পারলাম না।২০১৯ সালের সেরা নাটক আরিয়ান ভাই ভালোবাসা অবিরাম আপনার জন্য,p
বছরের শেষে এলো বছরের সেরা নাটক  Mehazabien + Afran Nisho  অসাধারণ জুটি 😚 অসাধারণ নাটক,p
এই নাটকের সাথে জরিত সকলকেই অনেক অনেক ধন্যবাদ।  নিশো ভাইয়া এবং মেহজাবিন আপু মানেই অন্যরকম আকর্ষণ কাজ করে। সামনে আরও অনেক কিছু উপহার দিবেন আশা করি,p
নিশো দাদা তুমি সত্যি অসাধারণ ।,p
"আরিয়ান আংকেল গল্প এমন  সুন্দর হওয়া চাই, আমরা অসংখ্য নাটক চাই না। অল্পো হলেও এমন সুন্দর কিছু নাটক চাই প্লিজ",p
অনেক সুন্দর হয়েছে  ভালোবাসা অবিরাম,p
"সেই ২০১৯ এর সেরা,, ইউটিউবে লাইক দিয়ে মন ভরে না লাভ রিয়েট থাকলে ভোলো হতো,,, ভাই এর নাটকে অন্তত লাভ রিয়েট দিতে পারতাম,,, লাভ ইউ নিশু ভাই মেহজাবিন আপু,,,, 💔💔💔💔💔💔",p
"আচ্চালামুআলাইকুম ভাই কেমন আছেন"" 👳আমি মোঃ ইমরান হোসেন খাঁন আমিআগে বাংলা নাটক দেখতাম না বা কেউ বল্লে তাকে বকাদিতাম একদিন হটাত করে নিশো ভাইয়ের নাটক দেকলাম 👉ভালো লাগলো 😃ওইদিন থেকে ভাইয়ের নাটক দেখি আমার কাছে অনেক ভালোলাগে আফরান নিশো ভাই নাটকটা অনেক ভাল হইচে         👉২০১৯ সালে বেস্ট নাটক 👉  কার কার কাছে ভালোলাকছে জার কাছে ভালোলাকছে তারা লাইক দিয়ে জানন",p
খুব ভাল লেগেচে,p
অসাধারণ নিশো ইজ দা বেস্ট,p
"বাংলাদেশের সর্বকালের সেরা জুটির মধ্যে অন্যতম,,,সেরাদের সেরা আফরান নিশো ও মেহজাবিন",p
আমার দেখা সেরা একটি নাটক... নাটকের কাজ গুলো এককথায় অসাধারণ হয়েছে nisho ভাই ও মেহেজাবিনের এতো সুন্দর হয়েছে বলার বাহিরে ধন্যবাদ নাটকের অভিনেতা অভিনেত্রী ও সহযোগীদের কঠোর পরিশ্রম করে এতো সুন্দর একটি নাটক উপহার দেওয়ার জন্য নিশো_ভাই,p
"আপনার নাটক গুলো দেখলেই এমনিতেই ইমোশনাল হয়ে পড়ি,,,,, অসাধারণ অসাধারণ অসাধারণ মিজানুর রহমান ভাই আপনাকে অসংখ্য ধন্যবাদ সুন্দর সুন্দর নাটক উপহার দেওয়ার জন্য",p
মুগ্ধ হয়ে গেলাম,p
বস তুমি ই সেরা।।।তোমার উপর কেও না ভালোবাসার মানুষ আফরান নিশো,p
অনেক ভালো লাগছে নিশো ভাই আপনি অসাধারণ,p
২০১৯ সালের সেরা নাটক,p
Awesome! অনেক দিনপর একটা প্রানবন্ত নাটক দেখলাম।গল্পটা সুন্দর সাথে নিশো আর মেহজাবিনের কম্বিনেশন টা প্রশংসানীয়।ধন্যবাদ মিজানুর রহমান আরিয়ানাকে একের পর এক ভাল গল্প উপহার দেওয়ার জন্য #LoveNishoBro#LoveMahzabinApu #Thnxx For All realeted people To Created Such a Heart  Touching Story.,p
সালে আমার বেস্ট নাটক।। নিশু বস তুমি পার ভাল কিছু করে দেখাতে।।। অল দা বেস্ট নিশু বস,p
"ধন্যবাদ আরিয়ান ভাই কে এমন একটি নাটক উপহার দেওয়ার জন্য, এবং অভিনয় এর কথা আর কি বলবো,নিশু ভাইয়া তো কোন তুলনা নাই, অনেক ভালো লাগলো",p
অসাধারণ একটি নাটক আরফান নিশো ভাই,p
চমৎকার নাটক,p
"অনেক ভালো লাগলো, আরিয়ান ভাইয়ের আগামী নাটকের অপেক্ষায় রইলাম",p
২০১৯ সালের সেরা নাটক।,p
"superb,,, জাস্ট অসাধারণ একটা গল্প,, বস পুরাই কাবির সিং",p
আমার জীবনের সবচাইতে বেস্ট একটা নাটক,p
"অসাধারণ খুব ভালো লাগলো,",p
অসাধারণ নাটক।,p
এত সুন্দর সুন্দর গল্পের খোঁজ পান কোথায় বলুন তো !!!!খুব খুব ভাল লাগল।আগামীতে আরও এগিয়ে যান ।,p
"এইরকম নাটকের জন্যই অপেক্ষায় থাকি!!!গল্পটা গতানুগতিক হলেও নিশো ভাইয়ের অভিনয় ছিলো অসাধারণ!!! শুভকামনা রইল প্রিয় নিশো,মেহজাবিন ও আরিয়ান ভাইয়ের প্রতি।।।",p
"ভাই তোমাকে অনেক ভালোবাসি। তোমার নাটক একটাও মিস করি না। লাভ ইউ ভাই। আর হে,,,, নাটকের প্রসংশা করবো না।কারণ বরাবরের মতোই তোমার নাটক এককথায়",p
"অনেক দিন পর আজ আবার সেই পূরনো অনুভূতি কাজ করলো নাটক দেখে। আসলে ভালবাসায় মায়া থাকাটাই বেশি জরুরি,  মায়ার টানের কেউ কাউকে ছেড়ে যেতে পারে। দিনশেষে দুজন দুজনার।",p
"সেরা অভিনেতা, আর সেরা অভিনেত্রী সাথে যদি পরিচালকও সেরা হয় দেন সেরা কিছুই তো হবে  না..  Such A Wonderful Story It Was. Arian bhai U Always beauty",p
নিশো  ভাই আমি তোমার নাটক অনেক পছন্দ করি আমি তোমার নাটক ছাড়া আর কারো নাটক দেখিনা,p
"অসাধারণ ছিল নাটক, দেখার মতো  Love u afran nisho vaia",p
সেই ২০১০ সালের কথা ওই সময় বাংলা ছবি ছাড়া কিছুই দেখতামা না।তার পর হঠাৎ একদিন দোস্তের লেপটপে নাম না জানা বাংলা একটা রোমান্টিক  নাটক চোখে পড়লো। সেই থেকে বাংলা নাটক ছাড়া আর কিছু দেখিনা।ধন্যবাদ আরিয়ান ভাইকে এমনএকটা নাটক আমাদেরকে উপহার দেওয়ার জন্য,p
মিজানুর রহমান আরিয়ান আপনার জন্যে শুভ কামনা। সব সময় যেন শুভ বুদ্ধি ও গুনগত মান বজায় রেখে কাজ করতে পারেন তার জন্যে রইল অফুরন্ত ভালোবাসা।,p
গল্প টা অনেক সুন্দর ছিল ভাইর জন্য   রইলো,p
"অসাধারণ গল্প, কাহিনী, স্ক্রিনপ্লে, অভিনয়, প্রেজেন্টেশন। সব নাটক জানি এমন হয়।এক কথায় অসাধারণ",p
ভাই কিছু বলার নেয়...Nice a lot bro...ভাই সত্বি অনেক অনেক সুন্দর হয়ছে..নাটক টা আমাকে কাদিইয়ে দিইয়েছে...নিশু ভাই মেহেজাবিন আপু ....তোমাদের জন্ন আমার পক্ষো থেকে ভালোবাসার শুভেচ্ছা ওও অভিনন্দ রইল...,p
অনেক ভালবাসা রইল। খুব ভাল,p
সালের এর সেরা নাটক হবে অসাধারণ অনেক অনেক ধন্যবাদ যারা এই নাটকে অভিনয় করছে আই লাভ ইউ সবাই কে,p
সব নাটক একি রকম মজা পাইলামনা,p
আমার দেখা  শ্রেষ্ঠ খুব সুন্দর একটি নাটক থ্যাংক ইউ আরফান নিশো ভাই থ্যাংক ইউ মেহেজাবেন আপু থ্যাংক ইউ সকল পরিচালকবৃন্দ........,p
"যদিও নিশু ভাইয়ার সব নাটক আমার কাছে ভালোলাগে আর এই নাটকটা একটা অসাধারন ছিল,চিনগুলো অসাধারন ছিল।tnx এরকম নাটক উপহার দেয়ার জন্য আমাদেরকে?",p
ভাই তুই সেরা তোকে জা মানিয়েছে রে... এক কথায় তুই সেরা অসাধারণনিশু ভাই শুভ কামনা,p
ভাই কিছুই বলার নাই !!!  বেষ্ট এইটা ভাই বেষ্ট  ভালোবাসি নিশো ভাই,p
অসাধারণ এরকম নাটক তৈরি করার জন্য ধন্যবাদ,p
নিশো'র অভিনয় এক কথায় অসাধারণ,p
"নাটকের স্টোরি খুবই ভালো এবং মেহজাবিন আর নিশো ভাইয়ের অভিনয় অসাধারণ,, all ways love and respect mehu apu",p
"কি বলব বস,,, সেরা নাটক...Love you boss",p
বুকের বা পাশের পরে যদি অাফরান নিশোর কোনো সেরা নাটক থাকে তাহলে এটাই,p
এত সুন্দর নাটক কেমনে হয়।,p
নিয়তির লেখনে কেউ একাকেউ অাবার সুখি!,p
ভাই সত্যিই খুব ভালো লাকছে নাটক টা।Love You So Much boss,p
"অসাধারন একটা নাটক,,, এই দরনের নাটক আরো চাই,,,",p
বছের নাটকের অপেক্ষায় ছিলাম কিন্তু নাটকটা দেখে বুঝতে পারলাম যে ভালোবাসে সে কখনো ছেরেদূরে চলে যায় না!!,p
Kabir sing ছবির অনেক টা সিন পাওয়া যায় মোট কথা নাটক টা অসাধারণ,p
অনেক ভালো একটা নাটোক আমি মুগ্ধ হয়ে গেছি,p
"অনেক দিন পর মনের মত একটা নাটক দেখলাম অসাধারণ হয়েছে,আমার মতে ২০১৯ সালের সেরা নাটক এটি কি বলেন সব।।",p
""" সত্যি অসাধারন """,p
"সেরা জুটি আবার ও মন টা ছুয়ে গেলো..  ধন্যবাদ আরিয়ান ভাই এমন কিছু উপহার দোওয়ার জন্য.  নিশু ভাই' জোস ভাইয়া আবার ও, আর মেহজাবিন আপু   ভালোবাসি আপু.",p
এক কথায় অসাধারণ,p
চমৎকার!!!!,p
অসাধারণ নাটক,p
খুব ভালো লেগেছে,p
সত্যি  উপভোগ করার মতো একটা নাটক দেখলাম নিশো+মেহেজাবিন সুপার,p
"অনেকবার প্রেম করা ছেলে,  একজন প্রেমিকা হারানোর কষ্টে  আত্মহত্যা করতে যায় না। এতটা ভেঙ্গে পরে শুধু প্রথম প্রেম হলে।  টেলিফিল্ম দেখে শুধু একটা কথাই  মাথায় আসছে,  বাংলার কবির সিং 😏!",p
খুব বালো লাগলো,p
মিজানুর রহমান আরিয়ান ভাই জাতিরে ইমশনাল নাটক গুলা উপহার দেয়।সেরা সেরা নাটল গুলাই তার,p
সুন্দর কে ছেড়ে থাকা যায় তবে মায়া কে ছেড়ে নয়❌#NisHo_ভাই,p
তুমি সেরা বস,p
নিশো ( Boss) সব চরিত্রে পারফেক্ট,p
আরিয়ান ভাই সেরাদের সেরা,p
প্রথম আলো পুরষ্কারের প্রপ্য এই নাটক টি,p
তুমি আমারই নাটকে  অনেক গুলো প্রিয় মুখ একসাথে দেখলাম  Very  very nice Drama 👈,p
"অসাধারণ অভিনয় নাটকটি অনেক ভালো লাগলো। এরকম নাটক আরো চাই । Best of luck , মিশু ভাই এবং মেহজাবিন ।",p
মন থেকে ভালোবাসা ভাই আপনার জন্য। love you niso vai Mehjabeen apu too,p
মন থেকে ভালোবাসা ভাই আপনার জন্য। love you niso vai Mehjabeen apu too,p
নিশো ভাইয়ের অভিনয় সুন্দর। কিন্তু সন্তানের উচিত বাবা-মার কথা শোনা।,p
সেরা নাটক ছিলো ভাই।।।। সেরা ভাই সেরা,p
"দেশীয় কাবির সিং ভাইজান.।অনেকদিন পর এতটা মুগ্ধ হয়ে কোনো কাজ দেখলাম, পুরাটা মন্ত্রমুগ্ধ হয়ে দেখলাম, আর কাজটা যে অনেক অসাধারন হবে সেটা বুঝায় গিয়েছে কারন কারিগর আরিয়ান ভাই,আর গুরু আফরান নিশু, মেহজাবিন,",p
অসাধারণ নাটক খুবই ভালো লাগছে নিশো ভাই বলে কথা আর মেহজাবিন আপু কেও ভালো লাগছে,p
সত্যি খুব ভালো লাগলো আহা সত্যি কারে ভালোবাসা গুলো বাঁচতে চাই,p
মিজানুর রহমান আরিয়ান স্যার কে অনেক অনেক ধন্যাবাদ বার বার এমন সুন্দর সুন্দর নাটক উপহার দিওয়ার জন্য আর অনেক অনেক ভালবাসা রইল নিশো ভাইয়া এবং মেহেরজাবীন আপুর জন্য,p
সব কিছুই ঠিক ছিলো কিন্তু বাবার অভিনয়টা আগের যুগের মতই ছিলো,p
অসাধারণ নাটক,p
ভালো লাগলো,p
অসাধারণ একটা কাজ,p
নিশো ভাই তুমি আসলেই অসাধারণ,p
সেরা নাটক,p
ভালো লাগার মতো একটি নাটক,p
"যাক অবশেষে আরিয়ান ভাইয়ের নাটকে, অনেকদিন পর একটা হ্যাপি এন্ডিং দেখলাম...",p
"আমার অনেক আশা ছিল,, নিশু ভাই আমার নাম দিয়ে নাটক করবে,,আজ সেই আশা পূর্ণ হলো,,,নাটক টা অসাধারণ ছিল",p
এই বছরের সেরা নাটক.... এমন ভালোবাসা বেচে থাকুক সবার মাঝে চোখে পানি চলে আসছে 😥😥,p
কিছু বলার নাইএক কথায় অসাধারণ প্রিয় জুটি,p
ওয়াও এক কথায় অসাধারণ নাটক! ভাষায় প্রকাশ করা যাবে না! নিশো ভাইয়া কি সব সময় রেকর্ড করা যাবে! ধন্যবাদ মিজানুর রহমান আরিয়ান ভাইয়া কে এ ধরনের গল্পতে নিশো ভাইয়াকে নেওয়ার জন্য???,p
অসাধারণ একটা নাটক ধন্যবাদ আরিয়ান ভাই,p
বেশি সেরা,p
অসাধারণ বস।,p
আারিয়ান ভাই এতো সুন্দর যে কিভাবে তৈরি  করে।ধন্যবাদ আারিয়ান ভাই।,p
"নাটক ভালো লাগছে,,কিন্তুু শিক্ষা গ্রহন করার কিছু নাই",p
আরিয়ান ভাই এই কারনে বেস্ট অসাধারন নিশো অসাধারন মেহজাবিন,p
শেষটা খুব সুন্দর,p
"আমার কাছে নাটক তা দেখার মতো ছিলো, অনেক ভালো লাগছে নাটক তা বস is aloyes boss",p
"দিনশেষে ভালবাসায় জয়ী??? অনেক অনেক ধন্যবাদ আরিয়ান ভাই,  আফরান ভাই ও মেহেজাবীনক আপুকে???",p
"অসাধারণ নাটক টি মেহেজাবিন, নিশো খুব ভালো লেগেছে   শেষে কান্না চলে আসছিল 😥",p
"শেষটা কেঁদে দিয়েছি... ২০১৯ এর বেস্ট নাটক...নিশো ভাই,,, আর মেহু আপু love u",p
সম্পর্ণ নাটকটার সাথে শেষটাও অসাধারন ছিল 😯😯,p
এটা সত্যিই একটা অসাধারণ নাটক। অনেক দিন পরে এত সুন্দর একটা নাটক দেখলাম।,p
মিজানুর রহমান আরিয়ান ভাই কে অসংখ্যা ধন্যবাদ আমাদের কে এই রকম একটি সুন্দর নাটক উপহার দেওয়ার জন্য।,p
সত্যি আরিয়ান ভাই আবারও প্রমাণ করলো নিশো মেহজাবিন মানেই হিট।বাংলাদেশ খেলায় জিতলে যেমন ভালো লাগে ঠিক তেমনি এই নাটকটাও আমার ভালো লেগেছে।এই নাটক বাংলাদেশ সিনেমাকে ও হার মানাবে বাংলাদেশ সিনেমা হলে এই নাটকটা চালানো উচিৎ।সত্যি অসাধারন সুন্দর একটি নাটক মন ছুয়ে গেছে আমার।রাজু মালয়েশিয়া থেকে,p
সব মেয়েরা কিন্তু বুঝেনা ভাইয়ে ভালোবাসাটা,p
২০১৯ বেস্ট,p
"আরিয়ান ভাইয়ের নাটক মানেই অন্যরকম, ভালোবাসা রইল অনেক ভাইয়া 🙂🙂",p
"নাটক দেখা শুরু করলাম,, আশা করি বরাবরের মতো এইটা ও অনেক সুন্দর হবে",p
কি বলবো আরিয়ান ভাইয়ের  নাটক গুলো এত ভালো হয়।  দেকলে মনে হয় বাস্তব  কিছু আর নিসো ভাই তো কথায় ই নায় ভালোবাসি আরফান নিসো ভাই....,p
বিউটিফুল,p
অর্থ আছে যার ভালবাসা তার!কেবল অর্থনৈতিক অবস্থা ভাল থাকলেই ভালবাসা আটকানো যায়!শূন্য পকেটে কখনো ভালবাসা পাওয়া যায় না!অর্থের কাছে হেরে গেছে লক্ষলক্ষ ভালবাসা!💔তবুও ভাল থাকুক ভালবাসা!!,p
"সবকিছু টিক আছে ভাই,কিন্তুমদের বোতল দেখে মাথা টিক নাই।প্রথম শুরুতে মদের বোতল দেখে কেটে দিচি, আবার মন মানতেচে না,কারণ মেহজাবিন আপুর সব নাটক ই দেখা শেষ। অপেক্ষা করচিলাম কবে নতুন নাটক আসবে আর দেকবো। কয় এক দিন দরে আপুর ফেসবুক পেইজ থেকে নাটকটার ট্রেইলার আর নাটকের নাম শুনে দেকার আগ্রহ আরো বেড়ে গেছে। মনে করচিলাম নাটকটা আগের সবগুলো থেকে ভালো হবে।বিশ্বাস করেন মোটেও ভাবিনি যে ভালোর সাতে এতো বড় একটা কারাপ জিনিস ও থাকবে।জানি না এগুলা করার জন্য পরিচালক বাধ্য করচে,নাকি টাকা বেশি দিচে।অনেক কিছু লিখছি আর লিখবো না শুদু এতো টুকু বলবো আপনাদের অনেক ভালোবাসি বলে আপনাদের নাটক সবসময় দেকি এবং আপনাদের থেকে ভালোকিছু আসা করি।আপনাদের কাছে আমার একটা অনুরুধ সামনে এরোকম কারাপ কিছু করার আগে ভালো করে চিন্তা ভাবনা করে করবেন।",p
