correct_sentence,matched_token
"কণ্ঠস্বর শুনেই বুঝে ফেলেন, যে নেতার নাম বলা হচ্ছে, আসলে তিনি নন।",যে
"এ ছাড়া নির্ধারিত সময়ে প্রতিবেদন দাখিল না করা, যথাযথ তথ্যসহ সংশোধিত প্রতিবেদন দাখিল না করা, ফাইল আটকে রাখা, অভিযোগসংশ্লিষ্ট ব্যক্তিদের হয়রানি করা ইত্যাদি কারণেও শোকজ করা হয়।",না
"প্রফুল্ল ও সুপদ জানান, বিষয়টি মীমাংসার সিদ্ধান্ত হয়েছে।",ও
৬১ মিনিট ইসকোর বদলি হয়ে মাঠে নামার ২ মিনিট ২ সেকেন্ড পরই অবিশ্বাস্য ওভারহেড কিকে গোল করেন বেল।,সেকেন্ড
ম্যাসাচুসেটস ইনস্টিটিউট অব টেকনোলজির সোশিওলজি অব সায়েন্স বিভাগের অধ্যাপক শেরি টার্কল শিশুদের স্মার্টফোন ব্যবহারের সুযোগ দিতে কোনো সমস্যা দেখেন না।,ইনস্টিটিউট
এরপর সড়কের দুই পাশেই স্তূপ করে রেখেছেন।,দুই
বাকি দুজন জড়িত না থাকলেও ম্যাচ পাতানোর ঘটনাবলি জেনেও তা সংশ্লিষ্ট কর্তৃপক্ষের কাছে জানাননি।,না
"তা হলো, এক-এগারোর সময় একটি গোয়েন্দা সংস্থার নির্দেশনা বাস্তবায়নে গণতন্ত্রবিরোধী শক্তিকে ক্ষমতায় অধিষ্ঠিত করতে এবং আওয়ামী লীগ সভানেত্রী শেখ হাসিনাকে রাজনীতি থেকে সরিয়ে দিতে মাহ্ফুজ আনাম তাঁর পত্রিকায় মিথ্যা, বিকৃত ও মানহানিকর তথ্য প্রকাশ করেছেন।",সময়
মাত্র এক ঘণ্টার ব্যবধানে যশোরের অভয়নগর উপজেলার মহাকালে ও যশোরের মুড়লী মোড়ে গতকাল শনিবার ভোরে দুটি পেট্রলপাম্পে ডাকাতি সংঘটিত হয়েছে।,ও
কিন্তু শেষ পর্যন্ত সাত হাজার কোটি টাকা দেওয়া হয়েছে।,শেষ
গত সোমবার রাতে সদর উপজেলা নির্বাহী কর্মকর্তা (ইউএনও) ও নির্বাহী ম্যাজিস্ট্রেট মোহাম্মদ আজিজুর রহমান এ সাজা দেন।,গত
"গ্রেপ্তার হওয়া প্রভাতী জানান, তাঁরা চিকিৎসার উদ্দেশ্যে সাতক্ষীরা সদরের ভোমরা সীমান্ত দিয়ে এক মাস আগে ভারতে যান।",মাস
"পুলিশ ও এলাকাবাসী সূত্রে জানা যায়, বৃহস্পতিবার রাত নয়টার দিকে বসতঘরের বিছানায় রায়হানের এবং বারান্দায় রইচের লাশ পাওয়া যায়।",ও
"বাংলাদেশ কৃষি বিশ্ববিদ্যালয়ের শিক্ষক ছিলেন বলেই কিনা কে জানে, বৃক্ষের সজীবতা নিয়ে অনুষ্ঠানে আলো ছড়ালেন তিনি।",কে
বাকি ১৪ জন আইনজীবীর সরাসরি ভোটে নির্বাচিত হন।,জন
রাজধানী ঢাকার নিউমার্কেটের ভেতরে ব্যক্তিগত গাড়িসহ যান প্রবেশ ও পার্কিংয়ের ওপর নিষেধাজ্ঞার আদেশ দিয়েছেন হাইকোর্ট।,যান
সম্প্রতি নজরুল ও জসীমউদ্দীনকে নিয়ে বড় দুটি কাজ করলেন।,ও
গত মাসের প্রথম দিকে অনেকের মুখেই এমন কথা শোনা গেছে যে মোদি নির্বাচনে বিজয়ী হওয়ার জন্য জাতীয়তাবাদী ভাবাবেগ ব্যবহার করার চেষ্টা করবেন।,গত
তিনি জাতীয় ঐকমত্যের ভিত্তিতে সম্পূর্ণ দলীয় প্রভাবমুক্ত নির্বাচন কমিশন গঠনের দাবি জানান।,কমিশন
"জামিনপ্রাপ্ত চিকিৎসকেরা হলেন: এ বি এম আবদুল্লাহ, রাশেদ ইউসুফ, মো. মর্তুজা, এ এস এম মতলুবুর রহমান, মাসুদা পারভীন, জাহানারা বেগম মনা, মাকসুদা পারভীন ও তপন কুমার বৈরাগী।",ও
আরজুমান: ঠাকুরগাঁওয়ের পীরগঞ্জ শহরের পশ্চিম রঘুনাথপুর মহল্লার আকবর আলীর মেয়ে আরজুমান দিনাজপুর মেডিকেল কলেজে ভর্তি হয়েছেন।,মেডিকেল
"প্রিয় ধনু, চলতি সাত দিন, সবার নয়, আপনার মন খানিকটা উদাসই বোধ হয় থাকবে।",নয়
ইউরোপীয় ইউনিয়ন (ইইউ) থেকে বিদায় নিলে যুক্তরাজ্য অধিকতর নিরাপদ হবে।,ইউনিয়ন
শেষ পর্যন্ত ৫৫ রানে ম্যাচটা হেরে সিরিজই খুইয়েছে অস্ট্রেলিয়া।,শেষ
দুই বাঁহাতি স্পিনার আবদুর রাজ্জাক ও তাইবুর রহমানকে ডাউন দ্য উইকেটে এসে আছড়ে ফেলেছেন সাইটস্ক্রিনে।,দুই
কিন্তু এতিমদের পরিবর্তে সে টাকা তাঁদের নিজেদের তহবিলে চলে যায়।,সে
শাহরিয়ার নাফীস ও নাজমুল অপু খেলবেন রংপুর রাইডার্সের হয়ে।,ও
সে সময় তিন থেকে চারজন মানুষ সঙ্গে সঙ্গে থাকত।,সে
নাটোরের বড়াইগ্রাম উপজেলায় লক্ষ্যমাত্রার চেয়ে তিন হাজার হেক্টর বেশি জমিতে পাট চাষ হয়েছে।,তিন
এঁরা যে নকশারও মডেল হয়েছেন!।,যে
২১ জুলাই ইংল্যান্ডের দ্বিতীয় সারির দল বার্নমাউথের সঙ্গে ম্যাচ ছিল রিয়ালের।,জুলাই
গত বৃহস্পতিবার ছিল তাঁর ৩৫তম জন্মদিন।,গত
সে জন্য আমাদের লক্ষ্য ছিল ওখানে যত বেশি সম্ভব অনুশীলন করা।,সে
ছাত্রাবাসটি চালু করা হলে আমার মতো দূরের ছাত্রদের লেখাপড়ার খরচ ও ভোগান্তি কিছুটা হলেও কমত।,ও
"প্রেসিডেন্ট নির্বাচিত হওয়ার অনেক আগে থেকেই ট্রাম্প অভিযোগ করে আসছেন, আমেরিকার মিডিয়া অসৎ।",প্রেসিডেন্ট
জরিপ ঠিক আভাস দিলে জোট-ভাঙা বিজেপিকে এই দুই রাজ্যে আবার প্রকৃত জোটসঙ্গীর খোঁজে নামতে হতে পারে।,দুই
"অনুষ্ঠানে বক্তব্য দেন উপজেলা মাধ্যমিক শিক্ষা কর্মকর্তা রতন মিয়া, গোয়ালন্দ প্রপার হাইস্কুলের প্রধান শিক্ষক হাবিবুর রহমান, দৌলতদিয়া মডেল হাইস্কুলের প্রধান শিক্ষক মো. সহিদুল ইসলাম প্রমুখ।",মডেল
পরীক্ষায় নকল করতে না দেওয়ায় নোয়াখালীর হাতিয়া ডিগ্রি কলেজ কেন্দ্রে এবং এক শিক্ষকের বাসায় হামলা ও ব্যাপক ভাঙচুর চালিয়েছে একদল উচ্ছৃঙ্খল পরীক্ষার্থী।,না
এর আগে যে কীর্তি ছিল গ্রাহাম ও ড্যামন হিলের।,আগে
"কারণ আমি জানতাম না, আমি এটা পারব কি না।",না
১৯৮২ সালের ১৬ ডিসেম্বর তাঁদের স্মৃতি রক্ষার্থে কলাতিয়া উচ্চবিদ্যালয় চত্বরে শহীদ ১১ জনের নামে স্মৃতিস্তম্ভ নির্মাণ করা হয়।,ডিসেম্বর
পরে বেশ কয়েকবার ফোন করলেও তিনি ফোন ধরেননি।,বেশ
এ ঘটনাগুলো সচেতন ও অগ্রসর চিন্তার মানুষকে লজ্জায় ফেলে দিয়েছে।,ও
বাকি দুটি অংশ ইস্ট এন্ড ক্লাব মাঠ ও স্থানীয় খেলার মাঠ।,ইস্ট
একই সঙ্গে তিনি নাশকতা ও জঙ্গি কর্মকাণ্ড বন্ধে যথাযথ ব্যবস্থা নিতেও নির্দেশ দেন।,ও
তবু হার্দিক পান্ডিয়া ও ডুমিনির ব্যাটে ভালো অবস্থানের দিকে এগিয়ে যাচ্ছিল মুম্বাই।,ও
সেই নর্দে শেখ রাসেল ছেড়ে রেকর্ড ৭৩ হাজার ডলার পারিশ্রমিকে যোগ দেন শেখ জামালে।,সেই
সেই থেকে তাঁর কোনো খোঁজ পাওয়া যাচ্ছিল না।,সেই
কিন্তু সাত দিন ধরে ফেসবুকে ঢুকতে গেলে ফেসবুক পেজ আসে না এবং ফেসবুকের অন্য পেজ আসে।,পেজ
এ সময় বেশ কয়েকটি গাড়িও ভাঙচুর করা হয়।,সময়
"এ মামলার আসামিপক্ষের আইনজীবী এ কে আজাদ ফিরোজ বলেন, আদালত তাজ হত্যার দায়ে যে পাঁচজনকে ফাঁসির আদেশ দিয়েছেন, তাঁরা এ আদেশের বিরুদ্ধে উচ্চ আদালতে আবেদন করবেন।",কে
সম্ভবত ছিঁচকে চোর বা কেউ শত্রুতাবশত কাজটি করে থাকতে পারে।,বা
আশুলিয়ার বাইপাইল এলাকায় হানারো নামের আরেকটি পোশাক কারখানায় কয়েক দিন ধরে চলা শ্রমিক অসন্তোষের কারণে প্রতিষ্ঠানটি আজ থেকে অনির্দিষ্টকালের জন্য বন্ধ ঘোষণা করেছে কর্তৃপক্ষ।,নামের
"তারানা হালিম বলেন, তথ্য ও যোগাযোগ প্রযুক্তি মন্ত্রণালয়, ডাক ও টেলিযোগাযোগ মন্ত্রণালয়, স্বরাষ্ট্র মন্ত্রণালয়, বাংলাদেশ টেলিযোগাযোগ নিয়ন্ত্রণ কমিশন (বিটিআরসি), র্যাব, পুলিশ, সিআইডিসহ বিভিন্ন প্রতিষ্ঠান সাইবার অপরাধ নিয়ে নিজের মতো করে কাজ করছে।",ও
ময়মনসিংহের গৌরীপুরে গত শুক্রবার রাতে পুলিশ মোস্তাকিম বিল্লাহ (২২) নামে এক শিবির কর্মীকে আটক করেছে।,গত
তথ্যপ্রযুক্তি আইন (আইসিটি অ্যাক্ট) লঙ্ঘনের অভিযোগে আদিলুর রহমানকে গত ১০ আগস্ট গ্রেপ্তার করে ঢাকা মহানগর গোয়েন্দা পুলিশ।,গত
উত্তরার সবচেয়ে প্রভাবশালী দুটি গ্যাংয়ের একটি ডিসকো বয়েজ ও অন্যটি নাইন স্টার।,ও
"তাঁরা বলেন, গত ১৬ মে বনানীর বাসা থেকে র‍্যাব পরিচয়ে ইফতেখারকে তুলে নিয়ে গিয়েছিলেন একদল লোক।",গত
স্বাধীনতা জাদুঘর প্রতি শনিবার সকাল সাড়ে ১০টা থেকে বুধবার বিকেল সাড়ে ৫টা পর্যন্ত ও শুক্রবার বিকেল ৩টা থেকে রাত ৮টা পর্যন্ত খোলা থাকবে।,ও
"ডাক ও টেলিযোগাযোগ বিভাগ সূত্রে জানা গেছে, একীভূতকরণের বিষয়ে চূড়ান্ত সিদ্ধান্ত নিতে এ-সংক্রান্ত নথি প্রধানমন্ত্রীর কার্যালয়ের অনুমোদনের জন্য পাঠানো হয়েছে।",ও
"পুলিশের একটি সাঁজোয়া যান, জলকামান ও পুলিশ পরিবহন গাড়ি রাখা হয়েছে সেখানে।",যান
দুই বছর বয়সী ওই বিড়ালের নাম পালমারস্টোন।,দুই
"মোহাম্মদপুর থেকে প্রতিদিন বিভিন্ন রুটে তরঙ্গ প্লাস, এটিসিএল, মালঞ্চ, দীপন, মেশকাত, মিডওয়ে, ফাতেহসহ বিভিন্ন কোম্পানির শতাধিক বাস চলাচল করে।",প্লাস
"নীতিমালা অনুযায়ী, সশস্ত্র বাহিনী ও আইনশৃঙ্খলা রক্ষায় নিয়োজিত কোনো বাহিনীর প্রতি কটাক্ষ বা অবমাননাকর দৃশ্য বা বক্তব্য প্রচার করা যাবে না।",ও
সাবিনার কথা চিন্তা করে আজাদকে বেশ কয়েকবার টাকাও দেওয়া হয়েছিল।,বেশ
পরিচালক মিজানুর রহমানের চলচ্চিত্র নুরু মিয়া ও তার বিউটি ড্রাইভার।,ও
গুলিস্তানের রমনা টেলিফোন এক্সচেঞ্জ কম্পাউন্ড প্রথম শ্রেণির সরকারি স্পর্শকাতর স্থাপনা (কেপিআই-১)।,এক্সচেঞ্জ
"বিআরটিসি সূত্রে জানা গেছে, যাত্রীসেবার মান বাড়াতে কয়েক বছর আগে বহরে যুক্ত হয়েছিল দোতলা বাস।",আগে
গত শনিবার রাত নয়টার দিকে উপজেলার উত্তর শাহবাজপুর ইউনিয়নের ভট্টশ্রী গ্রামে এ ঘটনা ঘটে।,গত
যদি পেনাল্টি থেকে গোল করতে ব্যর্থ না হতেন সাইফের দক্ষিণ কোরিয়ান মিডফিল্ডার সেউংগিল পার্ক।,না
পরে সায়েফ ও রাকিলকে আটক করে পুলিশের হাতে তুলে দেওয়া হয়।,ও
"কিন্তু ১২ ওভার পর বোলিং মার্কে ফিরে, ৫ বলে ৩ উইকেট তুলে নিয়ে তিনি ধোনিকে যেন মনে করিয়ে দিলেন, লড়াইটা ব্যাট আর বলের।",যেন
"যখন কোনো ব্যবহারকারী ফেসবুককে অ্যাকাউন্টের নিরাপত্তার খাতিরে টুএফএ সেট করতে ফোন নম্বর দেন বা তাঁদের অ্যাকাউন্টে নতুন লগইন সম্পর্কে সতর্ক বার্তা পান, তখন তাঁর ফোন নম্বরটি ফেসবুক যাচাই করে নিতে পারে।",সেট
কিন্তু আমতলী বাজার থেকে প্রায় ৩৫ কিলোমিটার দূরের মাহমুদপুর ইউনিয়ন পর্যন্ত পাকা রাস্তা ব্যাপক ক্ষতিগ্রস্ত হয়েছে।,ইউনিয়ন
"এ ছাড়া রাজশাহী, রংপুর ও সিলেট বিভাগের অধিকাংশ জায়গায় এবং ঢাকা, বরিশাল, চট্টগ্রাম ও খুলনা বিভাগের অনেক স্থানেই মাঝারি ধরনের বৃষ্টি হতে পারে।",ও
এই চার ফাস্ট বোলারের তিনজন ঘণ্টায় ১৪৫ কিলোমিটার বেগে টানা বল করে যেত পারে।,ফাস্ট
"এর মধ্যে রোমান্টিক, প্লেটোনিক, পারিবারিক ও নিজেকে ভালোবাসার বিষয়টিও আছে।",ও
"সেন্ট মার্টিন ইউপি চেয়ারম্যান নুর আহমদ বলেন, ২০০৭ সালের ১৫ নভেম্বর ঘূর্ণিঝড় সিডরের আঘাতে জেটিটি ক্ষতিগ্রস্ত হয়।",নভেম্বর
"সূর্যপুর বিদ্যালয়ের প্রধান শিক্ষক আবদুল বারিক মণ্ডল বলেন, তাঁর বিদ্যালয়ের সহকারী শিক্ষক এমরান হোসেন কোনো ছুটি বা অনুমতি ছাড়াই নির্বাচনের প্রচারণা চালাচ্ছেন।",বা
"আদালতের এক আদেশে বলা হয়েছে, গত ১৩ জুন ঢাকার মহানগর পুলিশের সহকারী কমিশনার এবিএম জাকির হোসেন মামলার বাদীসহ পাঁচজনকে তাঁর কার্যালয়ে হাজির হওয়ার অনুরোধ করেন।",গত
ম্যাচের শেষ বল।,শেষ
"বিদ্যালয়ের উদ্যোক্তা শাহ আলম জানান, ২০১৫ সালে এই বিদ্যালয় শুরুর সময় শিক্ষার্থীর সংখ্যা ছিল ২০ জন।",সালে
কালিয়াকৈরের সফিপুর আনসার একাডেমির ৩ নম্বর ফটকসংলগ্ন এলাকায় পৌঁছালে অবরোধকারীরা ওই ট্রাকের সামনের অংশে একটি পেট্রলবোমা ছুড়ে মারে।,নম্বর
পরে তা একটি স্থানীয় টিভি চ্যানেলে সম্প্রচার করা হয়।,টিভি
"পাঁচ কিশোর হলো কিশোরগঞ্জের হোসেনপুর উপজেলার জগদল গ্রামের আবদুস সামাদের ছেলে আক্তারুজ্জামান (১৩), বরগুনা সদর উপজেলার চালিতাতলী গ্রামের মতি মিয়ার ছেলে সুজন মিয়া (১৪), ফরিদপুরের ভাঙ্গা উপজেলার থামিনারবাগ গ্রামের উসমান শেখের ছেলে আকাশ হোসেন (১৪), বাগেরহাটের মংলার শায়েমাঠ গ্রামের জাকির শেখের ছেলে মোস্তাকিম শেখ (১১) ও শেরপুরের ঝিনাইগাতী উপজেলার আয়নাপুর গ্রামের বাবুল মিয়ার ছেলে বাচ্চু মিয়া (১২)।",ও
সড়কে প্রস্তুত থাকা ফায়ার সার্ভিসের লোকজন মরদেহটি গ্রহণ করছেন।,ফায়ার
নিহত দুই ভাই হলেন মোজাফফর হোসেন (৪০) ও হাছেন আলী (৫০)।,দুই
সারা দিনের ব্যস্ত অফিস শেষ করে বাসায় ফিরতে ফিরতে রাত ৮টা।,অফিস
"তবে যে যেই কাজে যাবেন, তাঁকে তিন বছর সেই কাজেই থাকতে হবে।",যে
আজ মঙ্গলবার বেলা একটার দিকে ভারপ্রাপ্ত পররাষ্ট্রসচিব রিয়ার অ্যাডমিরাল (অব.) মো. খুরশেদ আলম নিজ কার্যালয়ে তাঁকে ডেকে পাঠান।,ডেকে
তিন স্কুলছাত্রীর মধ্যে দুজনের নাম শামীমা বেগম (১৫) ও খাদিজা সুলতানা (১৬)।,তিন
আজ হেরাথের বোলিং ফিগার—৩.৩-৩-৫! ব্যাখ্যা না দিলে বিভ্রান্তি সৃষ্টি হতে পারে।,না
"তিনি বলেন, এটা এতটাই মৌলিক ব্যাপার যে একজন মানুষকে কখন বসতে হবে বা কখন টয়লেটে যেতে হবে বা কখন পানি খেতে হবে—এ জন্য আইনের প্রয়োজন হওয়ারই কথা নয়।",যে
আবদুল মান্নান খান নামের পারশলুয়া গ্রামের আরেক কৃষকের ওই খালের পাশে রয়েছে আড়াই বিঘা জমি।,নামের
দ্বিপাক্ষিক সিরিজে সবচেয়ে বেশি উইকেটম্যাচ উইকেট সেরা গড় বিপক্ষ সালজাভাগাল শ্রীনাথ (ভারত) ৭ ১৮ ৪/২৩ ১১.১৬ নিউজিল্যান্ড ২০০২-০৩অমিত মিশ্র (ভারত) ৫ ১৮ ৬/৪৮ ১১.৬১ জিম্বাবুয়ে ২০১৩প্যাট্রিক প্যাটারসন (উইন্ডিজ) ৬ ১৭ ৬/২৯ ১১.৫৮ ভারত ১৯৮৭ক্রেগ ম্যাথুস (দ. আফ্রিকা) ৭ ১৭ ৪/১০ ১৪.০০ অস্ট্রেলিয়া ১৯৯৪পল জার্ভিস (ইংল্যান্ড) ৬ ১৫ ৫/৩৫ ১৬.৬০ ভারত ১৯৯৩* ১৫ উইকেট পেয়েছেন আরও পাঁচজন।,আফ্রিকা
ফেসবুকের প্রোটেক্ট অ্যান্ড কেয়ার টিমের কারিগরি কর্মসূচি ব্যবস্থাপক শবনম শেখ ১৩ এপ্রিল থেকে ভুয়া অ্যাকাউন্ট এবং ১৪ এপ্রিল থেকে স্প্যামারদের বিরুদ্ধে ব্যবস্থা নেওয়ার ঘোষণা দেন।,কেয়ার
প্রকাশের পর প্রথম সপ্তাহেই বিক্রি হয়ে গেছে লাখের ওপর! তবে স্যার অ্যালেক্স ফার্গুসনের আত্মজীবনী নিয়ে কম তোলপাড় হয়নি।,কম
চাঁপাইনবাবগঞ্জ পৌর এলাকার বিভিন্ন সড়ক ও মহাসড়কের পাশে যত্রতত্র দাঁড়িয়ে থাকছে ট্রাক।,ও
নিহত সেনাসদস্যের নাম আজিজুল হক (৩৫)।,নাম
জাতীয় সংগীত শেষ হওয়ার পরপরই অনুষ্ঠানের আমন্ত্রিত অতিথি সাংসদ আমাতুল কিবরিয়া কেয়া চৌধুরী ক্ষুব্ধ হন শিক্ষাপ্রতিষ্ঠানের অধ্যক্ষসহ শিক্ষকদের ওপর।,শেষ
হার্ডওয়্যার ও সফটওয়্যারের নিরবচ্ছিন্ন সেবা চান গ্রাহক।,হার্ডওয়্যার
উপযুক্ত চিকিৎসার মাধ্যমে তাকে সমাজের মূল স্রোতে ফিরিয়ে আনতে হবে।,তাকে
চট্টগ্রাম বিশ্ববিদ্যালয়ে ছাত্রলীগের কমিটি নেই এক বছর ধরে।,কমিটি
গত মাসে ইরাক আইএসের বিরুদ্ধে বিজয় ঘোষণা করে।,গত
"করাতকল খাতে নতুন মজুরিকাঠামোপদবিন্যাস মূল মজুরি বাড়িভাড়া চিকিৎসা ও মাসিক মোটশ্রমিক (মূল মজুরির ৩০%) যাতায়াত ভাতা (টাকায়)গ্রেড-১ ৮,৪৫০ ২,৫৩৫ ১,০০০ ১১,৯৮৫গ্রেড-২ ৬,৫০০ ১,৯৫০ ১,০০০ ৯,৪৫০গ্রেড-৩ ৫,৪০০ ১,৬২০ ১,০০০ ৮,০২০গ্রেড-৪ ৪,৫০০ ১,৩৫০ ১,০০০ ৬,৮৫০কর্মচারীগ্রেড-১ ৬,৫০০ ১,৯৫০ ১,০০০ ৯,৪৫০গ্রেড-২ ৫,৪০০ ১,৬২০ ১,০০০ ৮,০২০গ্রেড-৩ ৪,৫০০ ১,৩৫০ ১,০০০ ৬,৮৫০শিক্ষানবিশ শ্রমিক ও কর্মচারীর মাসিক মজুরি সাকল্যে ৪,৫০০ টাকাশ্রমিকদের পদবিন্যাস n গ্রেড-১: মিস্ত্রি বা অপারেটর; গ্রেড-২: সহকারী মিস্ত্রি বা সহকারী অপারেটর; গ্রেড-৩: পুলার (টানোয়া); গ্রেড-৪: হেলপার ও অন্যান্য শ্রমিককর্মচারীদের পদবিন্যাস n গ্রেড-১: হিসাবরক্ষক, স্টোরকিপার, টাইমকিপার, টাইপিস্ট ও ক্লার্ক; গ্রেড-২: সহকারী হিসাবরক্ষক, স্টোর অ্যাসিস্ট্যান্ট কিপার, টেলিফোন অপারেটর, সেলসম্যান, ড্রাইভার ও ক্যাশিয়ার; গ্রেড-৩: পিয়ন, দারোয়ান, মালি, নাইট গার্ড ও সুইপার।",ও
স্পেনের প্রথম স্বর্ণযুগের শেষ পতাকাধারীদের বিদায়ী উপহার দিতে বদ্ধপরিকর স্প্যানিশরা; যা বাড়তি অনুপ্রেরণা হিসেবে কাজ করবে দলের জন্য।,শেষ
পরে ঘটনাস্থল থেকে গুলিবিদ্ধ অবস্থায় রেন্টু শেখ ওরফে রিন্টু নামের একজনকে পাঁচবিবি উপজেলা স্বাস্থ্য কমপ্লেক্সে নেওয়া হলে কর্তব্যরত চিকিৎসক তাঁকে মৃত ঘোষণা করেন।,নামের
"” আমার মনে হচ্ছে, আমি যে বাংলাদেশকে চিনি, লোকটা তারই প্রতিনিধি।",যে
মৃত্যুর আগে আবার দলের প্রেসিডেন্ট নির্বাচিত হওয়ার জন্য প্রস্তুতি নিচ্ছিলেন প্রয়াত কৈরালা।,আগে
গ্রামীণফোনের ৫ কোটি ৩০ লাখ গ্রাহকের মধ্যে বর্তমানে দেড় কোটি গ্রাহক ইন্টারনেট ব্যবহার করছেন।,ইন্টারনেট
"তথ্য ও যোগাযোগ প্রযুক্তি আইনের ৫৭ ধারায় বলা হয়েছে, কোনো ব্যক্তি যদি ইচ্ছাকৃতভাবে ওয়েবসাইটে বা অন্য কোনো ইলেকট্রনিক বিন্যাসে এমন কিছু প্রকাশ বা সম্প্রচার করেন, যা মিথ্যা ও অশ্লীল বা সংশ্লিষ্ট অবস্থা বিবেচনায় কেউ পড়লে, দেখলে বা শুনলে নীতিভ্রষ্ট বা অসৎ হতে উদ্বুদ্ধ হতে পারেন অথবা যার মাধ্যমে মানহানি ঘটে, আইনশৃঙ্খলার অবনতি ঘটে বা ঘটার সম্ভাবনা সৃষ্টি হয়, রাষ্ট্র ও ব্যক্তির ভাবমূর্তি ক্ষুণ্ন হয় বা ধর্মীয় অনুভূতিতে আঘাত করে বা করতে পারে বা এ ধরনের তথ্যাদির মাধ্যমে কোনো ব্যক্তি বা সংগঠনের বিরুদ্ধে উসকানি প্রদান করা হয়, তাহলে তার এই কাজ হবে একটি অপরাধ৷১ ফেব্রুয়ারি শুরু হয়েছে এসএসসি ও সমমানের পরীক্ষা।",ও
চলতি বছরের ফেব্রুয়ারি মাস থেকে শুরু হয়ে ২০২১ সালের জুন মাসে ১৫টি ভবন ও ১টি ডরমিটরি ভবন নির্মাণের কাজ শেষ হবে।,মাস
ট্রেলার টি শেয়ার করেছেন করণ জোহরসহ বলিউডের নামীদামি প্রায় অনেক তারকাই।,শেয়ার
ফিফটি থেকে মাত্র ১ রান দূরে থাকা স্যামসনকে ফিরিয়ে সাকিবের চিরচেনা উদ্‌যাপন।,রান
"এই মিডিয়া দিয়ে ভালো জিনিসও হতে পারে, খারাপও হতে পারে।",মিডিয়া
"প্রতিবেদনে বলা হয়, ২০১৬ সালের জুলাই থেকে একটি বাড়ি একটি খামার প্রকল্প ও পল্লী সঞ্চয় ব্যাংকের কার্যক্রম একসঙ্গে চালানোর সিদ্ধান্ত হলে প্রকল্পের কর্মকর্তা-কর্মচারীদের মাঝে তীব্র অসন্তোষের সৃষ্টি হয়।",জুলাই
টুইটার থেকে একটি সতর্কবার্তা পাওয়ার কথা জানিয়েছে কানাডার অলাভজনক প্রতিষ্ঠান কোল্ডহাক।,পাওয়ার
"মার্কিন বাহিনীর জয়েন্ট চিফ অব স্টাফ আমাকে জানিয়েছেন, যেকোনো সময় যেকোনো স্থানে হামলা চালানোর প্রস্তুতি আমাদের আছে।",মার্কিন
"২০১৬ সালে যুক্তরাজ্যের ব্রেক্সিট ভোট, আমেরিকায় প্রেসিডেন্ট নির্বাচনসহ পৃথিবীজুড়ে বেশ কিছু নির্বাচনের প্রচারণাকালে ফেসবুক ও টুইটারের মতো সামাজিক যোগাযোগমাধ্যমগুলো রাজনীতি ও জননীতি সম্পর্কে ভোটারদের অনেক রকমের তথ্য দিয়েছে।",সালে
রোকসানার বুকের ডান পাশে গোলাকার ও পিঠের ডান পাশে গভীর ছিদ্র রয়েছে।,ও
আর খাঁটি চামড়ার দুই ফিতার স্যান্ডেল ও গ্ল্যাডিয়েটার কিনতে গুনতে হবে ১২০০ থেকে ৩০০০ টাকা পর্যন্ত।,দুই
শুক্রবার সকালে বিকাশে নির্ধারিত মুঠোফোন নম্বরে ১৫ হাজার টাকা ও নির্ধারিত স্থানে এক মণ (এক কনটেইনার) মধু পৌঁছে দেওয়া হয়।,ও
"বঙ্গবন্ধু থানার ভারপ্রাপ্ত কর্মকর্তা মো. দাউদ আহমেদ জানান, ঢাকা থেকে ছেড়ে আসা রংপুরগামী নাহার পরিবহন নামের একটি বাসের সঙ্গে ও সিরাজগঞ্জের বাঘাবাড়ি থেকে টাঙ্গাইলগামী জ্বালানি তেল বোঝাই লরির সংঘর্ষ হয়।",নামের
জুন পর্যন্ত তাঁদের ছয় মাসের অন্তর্বর্তীকালীন চাকরির মেয়াদ ছিল।,জুন
"সেই নকশা না দেখায় এ রকম ত্রুটিপূর্ণ নালা নির্মাণ হয়েছে কি না, তা তিনি জানেন না।",সেই
স্বাধীন বাংলা বেতার কেন্দ্রের অন্যতম প্রতিষ্ঠাতা ও স্বাধীনতা পদকপ্রাপ্ত কবি বেলাল মোহাম্মদ আর নেই।,ও
এ ছাড়া ১৯ ও ২০ সেপ্টেম্বর দুই ঘণ্টা এবং ২১ সেপ্টেম্বর পূর্ণদিবস কর্মবিরতির কর্মসূচি ঘোষণা করেছে সমিতি।,ও
এ ব্যাপারে ১২ ডিসেম্বর অনলাইনে নিউজিল্যান্ড নিয়ন্ত্রিত টোকেলাউ দ্বীপের প্রশাসকের সঙ্গে ওয়েস্টার্ন মেরিনের একটি চুক্তি হয়েছে।,ডিসেম্বর
আবেদনপত্র পাঠানোর শর্ত ও ঠিকানাবিভিন্ন পদের জন্য আবেদন করতে হলে কৃষি সম্প্রসারণ অধিদপ্তরের নির্ধারিত ফরম পূরণ করতে হবে।,ও
"যদি আদালতের নির্দেশে শেষ পর্যন্ত গ্রেপ্তার করতে হয়, সে ক্ষেত্রে খালেদা জিয়াকে কোথায় রাখা হবে, তা নিয়ে সরকারের প্রস্তুতি রয়েছে।",শেষ
বর্তমানে মোটা ধান ৮১০ থেকে ৮২০ ও বিআর-২৮ ধান ৯৪০ থেকে ৯৫০  মণ দরে কিনতে হচ্ছে।,ও
